age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
68,Private,73773.0,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,24,United-States,<=50K
50,,281504.0,Some-college,10,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40,United-States,<=50K
36,Local-gov,293358.0,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,0.0,0.0,48,United-States,<=50K
44,Private,146906.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,>50K
58,Self-emp-not-inc,331474.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,20,United-States,>50K
20,Private,213719.0,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0.0,0.0,20,United-States,<=50K
18,Private,101795.0,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,<=50K
32,Private,228265.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,30,United-States,<=50K
49,Self-emp-not-inc,130206.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
34,Private,324254.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K
22,Private,223019.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
40,Private,189666.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,45,United-States,<=50K
35,Private,139086.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,<=50K
26,Private,359327.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,,<=50K
44,Self-emp-not-inc,75065.0,12th,8,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,60,Vietnam,<=50K
55,Private,139843.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,60,United-States,<=50K
21,Private,34310.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2603.0,40,United-States,<=50K
54,Private,346014.0,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,40,United-States,<=50K
39,Local-gov,163278.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,2202.0,0.0,44,United-States,<=50K
52,Private,31460.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,38,United-States,<=50K
57,Self-emp-inc,33725.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,>50K
67,,63552.0,7th-8th,4,Widowed,,Not-in-family,White,Female,0.0,0.0,35,United-States,<=50K
58,State-gov,300623.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
27,Local-gov,177072.0,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,0.0,0.0,16,United-States,<=50K
66,,37331.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0.0,0.0,15,United-States,<=50K
41,Private,167725.0,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
18,Private,131180.0,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,16,United-States,<=50K
58,Private,275859.0,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,8614.0,0.0,52,Mexico,>50K
50,Private,275181.0,5th-6th,3,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,37,Cuba,<=50K
31,Private,398988.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
32,Private,222654.0,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
37,Self-emp-not-inc,111129.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,United-States,<=50K
26,Self-emp-not-inc,137795.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,20,United-States,<=50K
33,Local-gov,242150.0,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50,United-States,<=50K
35,State-gov,237873.0,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K
44,Private,367749.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45,Mexico,<=50K
26,Private,206600.0,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,Mexico,<=50K
48,Federal-gov,247043.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
40,Private,187702.0,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
62,Private,41718.0,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,35,United-States,<=50K
37,Private,151835.0,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45,United-States,>50K
18,Private,118938.0,11th,7,Never-married,Sales,Own-child,White,Male,0.0,0.0,18,United-States,<=50K
48,Private,224870.0,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,Other,Female,0.0,0.0,38,Ecuador,<=50K
45,Private,178341.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,<=50K
35,Private,61343.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45,United-States,<=50K
35,Private,36989.0,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40,United-States,<=50K
34,Self-emp-not-inc,226296.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,51,United-States,<=50K
29,Private,186624.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40,Cuba,<=50K
19,Private,172582.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0.0,0.0,30,United-States,<=50K
53,State-gov,227392.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,60,United-States,<=50K
49,Private,187563.0,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
71,Private,137499.0,HS-grad,9,Widowed,Sales,Other-relative,White,Female,0.0,0.0,16,United-States,<=50K
38,Private,239397.0,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,36,Mexico,<=50K
39,Local-gov,327164.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,<=50K
23,Private,140798.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
29,Self-emp-inc,187450.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,>50K
52,Private,194580.0,5th-6th,3,Divorced,Farming-fishing,Unmarried,White,Male,0.0,0.0,40,United-States,<=50K
41,Private,372682.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,>50K
20,Private,235442.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,35,United-States,<=50K
30,Private,128065.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45,United-States,<=50K
56,Private,91545.0,10th,6,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,36,United-States,<=50K
26,Private,154604.0,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
36,Federal-gov,192150.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
26,Local-gov,216522.0,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0.0,0.0,42,United-States,<=50K
58,Private,156040.0,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,1848.0,40,United-States,>50K
24,Private,206861.0,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40,United-States,<=50K
41,Private,97632.0,Some-college,10,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,32,United-States,<=50K
27,Private,189530.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0.0,0.0,35,United-States,<=50K
28,State-gov,381789.0,Some-college,10,Separated,Exec-managerial,Own-child,White,Male,0.0,2339.0,40,United-States,<=50K
57,Self-emp-inc,368797.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,<=50K
21,State-gov,41183.0,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,20,United-States,<=50K
50,Private,191062.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,<=50K
27,Private,132963.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40,United-States,<=50K
58,Private,153551.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,60,United-States,<=50K
27,Self-emp-not-inc,66473.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,<=50K
36,Private,240323.0,HS-grad,9,Separated,Sales,Unmarried,Black,Female,0.0,0.0,17,United-States,<=50K
68,Local-gov,242095.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051.0,0.0,40,United-States,>50K
33,Self-emp-inc,128016.0,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
19,Private,29526.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,18,United-States,<=50K
26,Private,342953.0,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K
37,Private,215476.0,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0.0,0.0,30,United-States,<=50K
53,Private,231919.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45,United-States,<=50K
32,Private,52537.0,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Male,0.0,0.0,38,United-States,<=50K
18,Private,27920.0,11th,7,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,25,United-States,<=50K
53,Private,153052.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,>50K
40,Self-emp-not-inc,199303.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,<=50K
50,Private,233369.0,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
43,Private,345789.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024.0,0.0,50,United-States,>50K
60,Private,238913.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,46,United-States,>50K
28,Self-emp-not-inc,195607.0,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40,United-States,<=50K
34,Private,245173.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0.0,1669.0,45,United-States,<=50K
37,Private,138441.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
25,Private,67467.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,<=50K
46,Private,102569.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,65,United-States,>50K
21,Private,213341.0,11th,7,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,0.0,1762.0,40,Dominican-Republic,<=50K
26,Private,37202.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45,United-States,<=50K
47,Private,140219.0,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,40,United-States,<=50K
18,Private,298860.0,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,20,United-States,<=50K
22,Private,51362.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,16,United-States,<=50K
36,Private,199947.0,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0.0,0.0,30,United-States,<=50K
59,Self-emp-not-inc,32552.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,48,United-States,<=50K
33,Private,183845.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,38,El-Salvador,<=50K
33,Private,181091.0,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,35,England,<=50K
53,Self-emp-inc,135643.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0.0,0.0,50,South,<=50K
44,State-gov,96249.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3411.0,0.0,40,United-States,<=50K
55,Private,181220.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,<=50K
56,Private,133025.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,<=50K
54,Self-emp-not-inc,124865.0,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,35,United-States,<=50K
51,Private,45599.0,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
31,Private,194293.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,2463.0,0.0,38,United-States,<=50K
43,Private,102180.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,>50K
44,Private,121130.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
22,Private,138768.0,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,50,United-States,<=50K
43,State-gov,98989.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40,United-States,<=50K
26,State-gov,126327.0,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K
30,Private,113364.0,Bachelors,13,Never-married,Sales,Own-child,White,Male,0.0,0.0,18,United-States,<=50K
30,Private,326199.0,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,2580.0,0.0,40,United-States,<=50K
46,Private,376789.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,15,United-States,<=50K
27,Private,137063.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,<=50K
26,Private,279145.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,<=50K
36,Private,178815.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,8614.0,0.0,40,United-States,>50K
25,Self-emp-not-inc,245369.0,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0.0,0.0,35,United-States,<=50K
30,Federal-gov,49593.0,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,40,United-States,<=50K
46,State-gov,238648.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,7298.0,0.0,40,United-States,>50K
47,Private,166181.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,48,United-States,>50K
66,Self-emp-inc,249043.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,5556.0,0.0,26,United-States,>50K
43,Private,156403.0,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,<=50K
71,,128529.0,HS-grad,9,Widowed,,Not-in-family,White,Female,0.0,0.0,20,United-States,<=50K
36,Federal-gov,186934.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1848.0,55,United-States,>50K
46,,148489.0,HS-grad,9,Married-spouse-absent,,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40,Philippines,<=50K
44,Local-gov,387770.0,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,15,United-States,<=50K
42,Private,115511.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,<=50K
39,Private,201410.0,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1977.0,45,Philippines,>50K
36,Private,220585.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,>50K
60,Self-emp-not-inc,282066.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,45,United-States,>50K
37,Private,280966.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50,United-States,>50K
26,Private,291586.0,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,20,United-States,<=50K
24,Private,142227.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,30,United-States,<=50K
17,,104025.0,11th,7,Never-married,,Own-child,White,Male,0.0,0.0,18,United-States,<=50K
45,Local-gov,148254.0,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,35,United-States,<=50K
54,Private,170562.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48,United-States,>50K
22,Private,222490.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,30,United-States,<=50K
63,Local-gov,57674.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,48,United-States,<=50K
22,Private,233624.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,43,United-States,<=50K
27,Private,42734.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,25,United-States,<=50K
33,Private,233107.0,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,33,Mexico,<=50K
64,Private,143110.0,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,30,United-States,<=50K
50,Private,195844.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,>50K
44,Self-emp-not-inc,115896.0,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
31,Private,303851.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,<=50K
44,Private,172475.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40,Vietnam,<=50K
53,Self-emp-not-inc,30008.0,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,35,United-States,<=50K
33,Local-gov,147921.0,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
34,Federal-gov,172716.0,12th,8,Married-civ-spouse,Armed-Forces,Husband,White,Male,0.0,0.0,40,United-States,<=50K
27,Private,155057.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,70,United-States,<=50K
43,,152569.0,Assoc-voc,11,Widowed,,Not-in-family,White,Female,0.0,2339.0,36,United-States,<=50K
80,Self-emp-not-inc,132728.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,20,United-States,<=50K
31,Private,195136.0,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,32,United-States,<=50K
40,Private,377322.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40,United-States,>50K
53,Local-gov,293941.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,<=50K
58,Private,182123.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,44,United-States,<=50K
38,Private,32528.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,>50K
33,Private,140206.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,>50K
48,Local-gov,378221.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,Mexico,>50K
23,Private,211601.0,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0.0,0.0,40,United-States,<=50K
31,Self-emp-not-inc,119411.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,50,United-States,<=50K
52,Self-emp-not-inc,240013.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70,United-States,<=50K
24,Private,95552.0,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,40,United-States,<=50K
45,Self-emp-not-inc,183710.0,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40,United-States,<=50K
36,Private,189382.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,>50K
52,Private,380633.0,5th-6th,3,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40,Mexico,<=50K
54,Private,53407.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K
39,Private,150480.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55,United-States,>50K
40,Private,175674.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,>50K
28,Private,375313.0,HS-grad,9,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,50,United-States,<=50K
21,,278391.0,Some-college,10,Never-married,,Own-child,White,Male,0.0,0.0,16,United-States,<=50K
23,Private,212888.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
36,Self-emp-inc,487085.0,7th-8th,4,Never-married,Craft-repair,Unmarried,Black,Male,0.0,0.0,40,United-States,<=50K
22,Private,174461.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,15,United-States,<=50K
55,Local-gov,133201.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,<=50K
71,Private,77253.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,17,United-States,<=50K
47,Private,141511.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60,United-States,>50K
17,Self-emp-inc,181608.0,10th,6,Never-married,Sales,Own-child,White,Male,0.0,0.0,12,United-States,<=50K
31,Private,127610.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50,United-States,>50K
32,Private,154571.0,Some-college,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40,,<=50K
46,Private,33842.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3103.0,0.0,40,United-States,>50K
27,Private,150080.0,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40,United-States,<=50K
39,Federal-gov,30916.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,50,United-States,>50K
40,Private,151294.0,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,48,United-States,<=50K
30,Private,48829.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0.0,1602.0,30,United-States,<=50K
17,Private,193769.0,9th,5,Never-married,Other-service,Unmarried,White,Male,0.0,0.0,20,United-States,<=50K
33,Private,277455.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
72,Private,225780.0,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30,United-States,<=50K
34,Federal-gov,436341.0,Some-college,10,Married-AF-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,>50K
65,Private,255386.0,HS-grad,9,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40,Cambodia,<=50K
36,Private,174938.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,50,United-States,>50K
32,Private,174789.0,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40,United-States,<=50K
26,Private,245628.0,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0.0,0.0,40,Mexico,<=50K
22,Private,228752.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
47,Private,354148.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,48,United-States,>50K
31,Private,192900.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
28,Self-emp-not-inc,190391.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K
38,Private,353263.0,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,50,Italy,>50K
34,Private,113198.0,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,28,United-States,<=50K
44,Private,207578.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35,United-States,>50K
27,Private,93206.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40,United-States,<=50K
50,Local-gov,163998.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,44,United-States,>50K
47,Private,111961.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,30,United-States,<=50K
20,Private,219122.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
24,Private,111445.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,38,United-States,<=50K
29,Federal-gov,309778.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,>50K
37,Local-gov,223020.0,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,32,United-States,<=50K
42,Private,303155.0,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
20,,41035.0,Some-college,10,Never-married,,Own-child,White,Male,0.0,0.0,20,United-States,<=50K
68,Private,159191.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
22,Local-gov,244408.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40,Vietnam,<=50K
72,Self-emp-not-inc,473748.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30,United-States,<=50K
45,Federal-gov,71823.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,20,United-States,<=50K
30,Local-gov,83066.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40,United-States,<=50K
33,Private,150154.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K
43,Private,190786.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,>50K
